1963.6068,1574.2584,1744.5496
1965.0366,1646.5989,1825.8705
2185.3381,1668.8677,1906.141
2201.3047,1719.4811,1885.5066
1942.8171,1526.7985,1720.5422
2093.3137,1620.2325,1819.9675
2093.3137,1620.2325,1819.9675
0.0,0.0,0.0
0.0,0.0,0.0
2093.3137,1620.2325,1819.9675
2093.3137,1620.2325,1819.9675
0.0,0.0,0.0
0.0,0.0,0.0
2093.3137,1620.2325,1819.9675
2093.3137,1620.2325,1819.9675
0.0,0.0,0.0
0.0,0.0,0.0
2093.3137,1620.2325,1819.9675
2093.3137,1620.2325,1819.9675
0.0,0.0,0.0
0.0,0.0,0.0
2093.3137,1620.2325,1819.9675
2093.3137,1620.2325,1819.9675
0.0,0.0,0.0
0.0,0.0,0.0
2093.3137,1620.2325,1819.9675
2093.3137,1620.2325,1819.9675
0.0,0.0,0.0
0.0,0.0,0.0
2093.3137,1620.2325,1819.9675
2093.3137,1620.2325,1819.9675
0.0,0.0,0.0
0.0,0.0,0.0
2093.3137,1620.2325,1819.9675
2093.3137,1620.2325,1819.9675
0.0,0.0,0.0
0.0,0.0,0.0
2093.3137,1620.2325,1819.9675
2093.3137,1620.2325,1819.9675
0.0,0.0,0.0
0.0,0.0,0.0
2093.3137,1620.2325,1819.9675
2093.3137,1620.2325,1819.9675
0.0,0.0,0.0
0.0,0.0,0.0
1969.8649,1641.7987,1764.2877
1969.8649,1641.7987,1764.2877
0.0,0.0,0.0
0.0,0.0,0.0
1969.8649,1641.7987,1764.2877
1969.8649,1641.7987,1764.2877
0.0,0.0,0.0
0.0,0.0,0.0
1969.8649,1641.7987,1764.2877
1969.8649,1641.7987,1764.2877
0.0,0.0,0.0
0.0,0.0,0.0
1969.8649,1641.7987,1764.2877
1969.8649,1641.7987,1764.2877
0.0,0.0,0.0
0.0,0.0,0.0
1969.8649,1641.7987,1764.2877
1969.8649,1641.7987,1764.2877
0.0,0.0,0.0
0.0,0.0,0.0
1969.8649,1641.7987,1764.2877
1969.8649,1641.7987,1764.2877
0.0,0.0,0.0
0.0,0.0,0.0
1969.8649,1641.7987,1764.2877
1969.8649,1641.7987,1764.2877
0.0,0.0,0.0
0.0,0.0,0.0
1969.8649,1641.7987,1764.2877
1969.8649,1641.7987,1764.2877
0.0,0.0,0.0
0.0,0.0,0.0
1969.8649,1641.7987,1764.2877
1969.8649,1641.7987,1764.2877
0.0,0.0,0.0
0.0,0.0,0.0
1969.8649,1641.7987,1764.2877
1969.8649,1641.7987,1764.2877
0.0,0.0,0.0
0.0,0.0,0.0
1903.6735,1521.8556,1716.6531
1903.6735,1521.8556,1716.6531
0.0,0.0,0.0
0.0,0.0,0.0
1903.6735,1521.8556,1716.6531
1903.6735,1521.8556,1716.6531
0.0,0.0,0.0
0.0,0.0,0.0
1903.6735,1521.8556,1716.6531
1903.6735,1521.8556,1716.6531
0.0,0.0,0.0
0.0,0.0,0.0
1903.6735,1521.8556,1716.6531
1903.6735,1521.8556,1716.6531
0.0,0.0,0.0
0.0,0.0,0.0
1903.6735,1521.8556,1716.6531
1903.6735,1521.8556,1716.6531
0.0,0.0,0.0
0.0,0.0,0.0
1903.6735,1521.8556,1716.6531
